location,total_sqft,bath,balcony,price,bhk,price_per_sqft
Electronic City,1070.0,2.0,1.0,53.0,2,4953.271028037383
Electronic City,1025.0,1.0,1.0,26.63,2,2598.048780487805
Electronic City,1571.0,3.0,2.0,83.0,3,5283.259070655633
Electronic City,1470.0,2.0,1.0,44.1,3,3000.0
Electronic City,1350.0,3.0,2.0,66.0,3,4888.888888888889
Electronic City,1652.0,3.0,3.0,110.0,3,6658.595641646489
Electronic City,1320.0,2.0,1.0,38.12,3,2887.8787878787875
Electronic City,1090.0,2.0,1.0,31.48,2,2888.0733944954127
Electronic City,1050.0,2.0,1.0,39.0,3,3714.285714285714
Electronic City,1128.0,2.0,1.0,65.58,2,5813.829787234043
Electronic City,635.0,1.0,1.0,28.0,1,4409.4488188976375
Electronic City,1128.0,2.0,1.0,65.4,2,5797.8723404255325
Electronic City,1096.0,2.0,2.0,39.0,2,3558.394160583942
Electronic City,1150.0,2.0,1.0,38.0,2,3304.3478260869565
Electronic City,1200.0,2.0,2.0,30.0,2,2500.0
Electronic City,1150.0,2.0,2.0,35.0,2,3043.478260869565
Electronic City,1165.0,2.0,1.0,33.64,2,2887.5536480686696
Electronic City,770.0,1.0,1.0,35.0,2,4545.454545454545
Electronic City,1020.0,2.0,1.0,29.45,2,2887.2549019607845
Electronic City,865.0,2.0,1.0,40.0,2,4624.277456647399
Electronic City,800.0,2.0,2.0,32.0,2,4000.0
Electronic City,970.0,2.0,2.0,34.0,2,3505.1546391752577
Electronic City,1108.0,2.0,1.0,63.0,2,5685.9205776173285
Electronic City,630.0,1.0,1.0,40.5,1,6428.571428571428
Electronic City,1100.0,2.0,1.0,41.0,2,3727.2727272727275
Electronic City,975.0,2.0,1.0,32.0,2,3282.051282051282
Electronic City,605.0,1.0,1.0,22.0,1,3636.3636363636365
Electronic City,1142.0,2.0,0.0,35.0,2,3064.7985989492117
Electronic City,1070.0,2.0,1.0,48.0,2,4485.981308411215
Electronic City,1160.0,2.0,2.0,42.0,3,3620.689655172414
Electronic City,1360.0,2.0,1.0,70.0,3,5147.058823529412
Electronic City,635.0,1.0,0.0,28.0,1,4409.4488188976375
Electronic City,1128.0,2.0,1.0,65.45,2,5802.304964539007
Electronic City,890.0,2.0,1.0,40.0,2,4494.38202247191
Electronic City,1065.0,2.0,1.0,30.75,2,2887.323943661972
Electronic City,1127.0,2.0,2.0,32.0,2,2839.396628216504
Electronic City,825.0,2.0,1.0,35.0,2,4242.424242424242
Electronic City,1200.0,2.0,2.0,40.5,2,3375.0
Electronic City,1360.0,2.0,1.0,58.0,3,4264.705882352941
Electronic City,1400.0,2.0,1.0,40.45,3,2889.2857142857147
Electronic City,1065.0,2.0,1.0,30.76,2,2888.262910798122
Electronic City,630.0,1.0,1.0,33.7,1,5349.20634920635
Electronic City,1025.0,2.0,1.0,29.61,2,2888.7804878048782
Electronic City,1160.0,2.0,2.0,42.0,3,3620.689655172414
Electronic City,660.0,1.0,1.0,16.5,2,2500.0
Electronic City,1400.0,3.0,1.0,90.0,3,6428.571428571428
Electronic City,1287.0,3.0,1.0,55.0,3,4273.504273504273
Electronic City,1258.0,2.0,1.0,85.5,2,6796.502384737679
Electronic City,550.0,1.0,1.0,27.0,1,4909.090909090909
Electronic City,1025.0,2.0,1.0,50.0,2,4878.048780487805
Electronic City,1140.0,2.0,2.0,33.84,2,2968.421052631579
Electronic City,1070.0,2.0,1.0,55.0,2,5140.186915887851
Electronic City,1275.0,3.0,1.0,70.0,3,5490.196078431372
Electronic City,770.0,1.0,1.0,38.0,2,4935.064935064935
Electronic City,1200.0,2.0,1.0,34.65,2,2887.5
Electronic City,1005.0,2.0,1.0,39.77,2,3957.213930348259
Electronic City,1110.0,2.0,1.0,39.9,2,3594.5945945945946
Electronic City,660.0,1.0,1.0,23.0,2,3484.848484848485
Electronic City,1644.0,3.0,2.0,92.59,3,5631.995133819952
Electronic City,1250.0,2.0,1.0,62.0,2,4960.0
Electronic City,1020.0,2.0,1.0,30.27,2,2967.6470588235293
Electronic City,1025.0,2.0,1.0,29.6,2,2887.8048780487807
Electronic City,418.0,1.0,1.0,12.0,1,2870.813397129187
Electronic City,1128.0,2.0,1.0,64.8,2,5744.68085106383
Electronic City,1220.0,2.0,1.0,35.25,3,2889.344262295082
Electronic City,1220.0,2.0,1.0,35.23,3,2887.7049180327863
Electronic City,1060.0,2.0,1.0,55.0,2,5188.679245283019
Electronic City,710.0,1.0,1.0,40.42,1,5692.957746478874
Electronic City,1000.0,2.0,1.0,29.95,2,2995.0
Electronic City,870.0,2.0,2.0,24.0,2,2758.6206896551726
Electronic City,1275.0,3.0,3.0,63.43,3,4974.901960784314
Electronic City,1518.0,3.0,3.0,75.0,3,4940.711462450593
Electronic City,1090.0,2.0,1.0,31.48,1,2888.0733944954127
Electronic City,1140.0,2.0,1.0,32.92,2,2887.719298245614
Electronic City,1125.0,2.0,1.0,32.49,2,2888.0
Electronic City,1060.0,2.0,1.0,55.0,2,5188.679245283019
Electronic City,1200.0,2.0,1.0,34.66,2,2888.333333333333
Electronic City,1353.0,2.0,3.0,75.0,2,5543.2372505543235
Electronic City,660.0,1.0,0.0,18.0,2,2727.2727272727275
Electronic City,1128.0,2.0,1.0,67.0,2,5939.7163120567375
Electronic City,1070.0,2.0,1.0,57.0,2,5327.102803738318
Electronic City,1700.0,3.0,2.0,90.0,3,5294.117647058823
Electronic City,1521.0,2.0,2.0,57.5,3,3780.4076265614726
Electronic City,750.0,1.0,1.0,35.0,1,4666.666666666667
Electronic City,1210.0,2.0,1.0,55.0,2,4545.454545454545
Electronic City,1070.0,2.0,1.0,60.0,2,5607.476635514019
Electronic City,1400.0,2.0,1.0,40.44,3,2888.5714285714284
Electronic City,1190.0,2.0,1.0,42.0,2,3529.4117647058824
Electronic City,880.0,2.0,1.0,19.0,2,2159.090909090909
Electronic City,1150.0,2.0,1.0,38.08,2,3311.304347826087
Electronic City,550.0,1.0,1.0,16.0,2,2909.090909090909
Electronic City,1615.0,3.0,2.0,97.0,3,6006.1919504643965
Electronic City,1165.0,2.0,1.0,33.65,2,2888.412017167382
Electronic City,1221.0,2.0,2.0,68.0,2,5569.205569205569
Electronic City,970.0,2.0,1.0,35.0,2,3608.2474226804125
Electronic City,1500.0,3.0,1.0,73.0,3,4866.666666666667
Electronic City,995.0,2.0,1.0,48.0,2,4824.120603015075
Electronic City,1320.0,2.0,1.0,38.12,3,2887.8787878787875
Electronic City,550.0,2.0,1.0,16.0,2,2909.090909090909
Electronic City,1128.0,2.0,1.0,63.5,2,5629.432624113475
Electronic City,589.0,1.0,1.0,29.0,1,4923.599320882852
Electronic City,1125.0,2.0,1.0,28.13,2,2500.4444444444443
Electronic City,825.0,2.0,1.0,30.0,2,3636.3636363636365
Electronic City,1575.0,3.0,1.0,94.5,3,6000.0
Electronic City,1070.0,2.0,1.0,48.0,2,4485.981308411215
Electronic City,1025.0,2.0,1.0,54.0,2,5268.292682926829
Electronic City,1500.0,2.0,1.0,70.0,3,4666.666666666667
Electronic City,1500.0,2.0,1.0,64.5,3,4300.0
Electronic City,1140.0,2.0,1.0,32.93,2,2888.59649122807
Electronic City,750.0,2.0,1.0,19.5,2,2600.0
Electronic City,1360.0,2.0,1.0,64.99,3,4778.676470588234
Electronic City,1060.0,2.0,1.0,52.0,2,4905.66037735849
Electronic City Phase II,1056.0,2.0,1.0,39.07,2,3699.810606060606
Electronic City Phase II,1020.0,2.0,1.0,30.6,2,3000.0
Electronic City Phase II,1069.0,2.0,2.0,45.0,2,4209.541627689429
Electronic City Phase II,630.0,1.0,1.0,28.35,1,4500.0
Electronic City Phase II,1220.0,2.0,1.0,35.23,3,2887.7049180327863
Electronic City Phase II,1090.0,2.0,1.0,28.34,2,2600.0
Electronic City Phase II,1400.0,2.0,1.0,40.43,3,2887.8571428571427
Electronic City Phase II,1266.0,2.0,2.0,59.0,2,4660.347551342812
Electronic City Phase II,1000.0,2.0,1.0,28.88,2,2888.0
Electronic City Phase II,1320.0,2.0,1.0,38.13,3,2888.636363636364
Electronic City Phase II,1220.0,3.0,1.0,35.23,3,2887.7049180327863
Electronic City Phase II,972.0,2.0,1.0,44.0,2,4526.748971193416
Electronic City Phase II,1400.0,2.0,2.0,40.43,3,2887.8571428571427
Electronic City Phase II,1003.0,2.0,1.0,40.6,2,4047.8564307078764
Electronic City Phase II,1320.0,2.0,1.0,38.12,3,2887.8787878787875
Electronic City Phase II,1395.0,2.0,1.0,62.78,3,4500.358422939068
Electronic City Phase II,1160.0,2.0,1.0,33.5,2,2887.9310344827586
Electronic City Phase II,1065.0,2.0,1.0,30.75,2,2887.323943661972
Electronic City Phase II,1400.0,2.0,2.0,41.58,3,2970.0
Electronic City Phase II,1000.0,2.0,1.0,28.88,2,2888.0
Electronic City Phase II,1400.0,2.0,2.0,40.43,3,2887.8571428571427
Electronic City Phase II,900.0,2.0,2.0,32.5,2,3611.1111111111113
Electronic City Phase II,1329.0,2.0,2.0,41.0,3,3085.0263355906695
Electronic City Phase II,1220.0,3.0,1.0,35.23,3,2887.7049180327863
Electronic City Phase II,1418.0,3.0,2.0,52.47,3,3700.2820874471086
Electronic City Phase II,1070.0,2.0,2.0,45.0,2,4205.607476635514
Electronic City Phase II,1310.0,2.0,1.0,37.83,3,2887.7862595419847
Electronic City Phase II,1140.0,2.0,1.0,33.06,2,2900.0
Electronic City Phase II,1089.0,2.0,0.0,32.67,2,3000.0
Electronic City Phase II,1400.0,2.0,2.0,40.44,3,2888.5714285714284
Electronic City Phase II,1160.0,2.0,1.0,33.5,2,2887.9310344827586
Electronic City Phase II,975.0,2.0,2.0,45.0,3,4615.384615384615
Electronic City Phase II,1116.0,2.0,2.0,37.0,2,3315.4121863799282
Electronic City Phase II,1125.0,2.0,1.0,29.25,2,2600.0
Electronic City Phase II,1000.0,2.0,1.0,28.88,2,2888.0
Electronic City Phase II,1000.0,2.0,1.0,28.88,2,2888.0
Electronic City Phase II,1000.0,2.0,1.0,28.88,2,2888.0
Electronic City Phase II,1165.0,2.0,1.0,30.29,2,2600.0
Electronic City Phase II,1065.0,2.0,1.0,30.88,2,2899.5305164319248
Electronic City Phase II,1220.0,3.0,1.0,36.6,3,3000.0
Electronic City Phase II,1320.0,2.0,1.0,38.13,3,2888.636363636364
Electronic City Phase II,920.0,2.0,2.0,26.0,2,2826.086956521739
Electronic City Phase II,1140.0,2.0,1.0,33.84,2,2968.421052631579
Electronic City Phase II,875.0,2.0,2.0,40.0,3,4571.428571428572
Electronic City Phase II,1125.0,2.0,1.0,32.49,2,2888.0
Electronic City Phase II,1310.0,2.0,2.0,37.83,3,2887.7862595419847
Electronic City Phase II,1220.0,2.0,1.0,36.21,3,2968.032786885246
Electronic City Phase II,1140.0,2.0,1.0,32.92,2,2887.719298245614
Electronic City Phase II,1116.0,2.0,2.0,40.0,2,3584.2293906810037
Electronic City Phase II,1150.0,3.0,3.0,46.0,3,4000.0
Electronic City Phase II,1192.0,2.0,3.0,47.0,3,3942.953020134228
Electronic City Phase II,1502.0,3.0,3.0,50.0,3,3328.894806924101
Electronic City Phase II,1020.0,2.0,2.0,32.0,2,3137.2549019607845
Electronic City Phase II,1020.0,2.0,1.0,27.43,2,2689.2156862745096
Electronic City Phase II,1025.0,2.0,1.0,26.65,2,2600.0
Electronic City Phase II,1020.0,2.0,1.0,29.45,2,2887.2549019607845
Electronic City Phase II,1000.0,2.0,1.0,28.88,2,2888.0
Electronic City Phase II,1310.0,2.0,1.0,37.84,3,2888.549618320611
Electronic City Phase II,1125.0,2.0,1.0,32.49,2,2888.0
Electronic City Phase II,1200.0,2.0,1.0,34.65,2,2887.5
Electronic City Phase II,1160.0,2.0,1.0,52.2,2,4500.0
Electronic City Phase II,1244.0,2.0,1.0,55.0,2,4421.221864951768
Electronic City Phase II,1160.0,2.0,1.0,33.51,2,2888.793103448276
Electronic City Phase II,1220.0,3.0,1.0,35.25,3,2889.344262295082
Electronic City Phase II,972.0,2.0,1.0,40.0,2,4115.22633744856
Electronic City Phase II,1160.0,2.0,1.0,33.51,2,2888.793103448276
Electronic City Phase II,1400.0,2.0,2.0,40.45,3,2889.2857142857147
Electronic City Phase II,1090.0,2.0,1.0,31.48,2,2888.0733944954127
Electronic City Phase II,1140.0,2.0,1.0,32.92,2,2887.719298245614
Electronic City Phase II,1160.0,2.0,1.0,33.5,2,2887.9310344827586
Electronic City Phase II,1025.0,2.0,1.0,29.6,2,2887.8048780487807
Electronic City Phase II,829.0,2.0,1.0,22.8,2,2750.301568154403
Electronic City Phase II,1320.0,2.0,1.0,38.12,3,2887.8787878787875
Electronic City Phase II,1125.0,2.0,1.0,32.63,2,2900.444444444445
Electronic City Phase II,1140.0,2.0,1.0,34.0,2,2982.4561403508774
Electronic City Phase II,1310.0,2.0,1.0,37.84,3,2888.549618320611
Electronic City Phase II,1400.0,2.0,2.0,40.43,3,2887.8571428571427
Electronic City Phase II,1135.0,2.0,2.0,46.0,2,4052.863436123348
Electronic City Phase II,1165.0,2.0,1.0,33.64,2,2887.5536480686696
Electronic City Phase II,1400.0,2.0,2.0,40.44,3,2888.5714285714284
Electronic City Phase II,1336.0,2.0,3.0,50.35,3,3768.7125748502995
Electronic City Phase II,575.0,1.0,1.0,16.75,1,2913.0434782608695
Electronic City Phase II,1065.0,2.0,1.0,30.76,2,2888.262910798122
Electronic City Phase II,1065.0,2.0,1.0,30.75,2,2887.323943661972
Electronic City Phase II,1140.0,2.0,1.0,33.06,2,2900.0
Electronic City Phase II,911.0,2.0,1.0,26.5,2,2908.8913282107574
Electronic City Phase II,1200.0,2.0,1.0,34.65,2,2887.5
Electronic City Phase II,1310.0,2.0,1.0,37.83,3,2887.7862595419847
Electronics City Phase 1,1070.0,2.0,1.0,45.5,2,4252.336448598131
Electronics City Phase 1,1475.0,3.0,2.0,78.29,3,5307.796610169492
Electronics City Phase 1,1490.0,3.0,1.0,78.8,3,5288.5906040268455
Electronics City Phase 1,1113.27,2.0,2.0,53.0,2,4760.74986301616
Electronics City Phase 1,1490.0,3.0,1.0,84.0,3,5637.583892617449
Electronics City Phase 1,1175.0,2.0,2.0,51.47,2,4380.425531914893
Electronics City Phase 1,1160.0,2.0,1.0,52.0,2,4482.758620689655
Electronics City Phase 1,920.0,2.0,2.0,33.0,2,3586.9565217391305
Electronics City Phase 1,1350.0,3.0,1.0,55.0,3,4074.074074074074
Electronics City Phase 1,940.0,2.0,1.0,40.0,2,4255.31914893617
Electronics City Phase 1,1015.0,2.0,1.0,56.0,2,5517.241379310345
Electronics City Phase 1,1595.0,3.0,2.0,75.0,3,4702.194357366771
Electronics City Phase 1,995.0,2.0,0.0,46.0,2,4623.115577889447
Electronics City Phase 1,1340.0,2.0,2.0,75.0,2,5597.014925373134
Electronics City Phase 1,650.0,1.0,1.0,23.0,1,3538.4615384615386
Electronics City Phase 1,1124.0,2.0,2.0,55.0,3,4893.238434163701
Electronics City Phase 1,1175.0,2.0,1.0,57.0,2,4851.063829787234
Electronics City Phase 1,755.0,1.0,1.0,42.41,1,5617.218543046358
Electronics City Phase 1,580.0,1.0,1.0,27.0,1,4655.172413793103
Electronics City Phase 1,940.0,2.0,2.0,49.0,2,5212.765957446809
Electronics City Phase 1,1335.0,2.0,2.0,67.0,2,5018.7265917603
Electronics City Phase 1,1175.0,2.0,1.0,69.0,2,5872.340425531915
Electronics City Phase 1,1113.12,2.0,2.0,55.0,2,4941.066551674573
Electronics City Phase 1,995.0,2.0,0.0,42.0,2,4221.105527638191
Electronics City Phase 1,1350.0,3.0,0.0,71.0,3,5259.259259259259
Electronics City Phase 1,1445.0,2.0,1.0,56.0,3,3875.432525951557
Electronics City Phase 1,995.0,2.0,1.0,49.8,2,5005.025125628141
Electronics City Phase 1,635.0,1.0,0.0,26.0,1,4094.488188976378
Electronics City Phase 1,1190.0,2.0,1.0,68.0,2,5714.285714285715
Electronics City Phase 1,1085.0,2.0,1.0,46.0,2,4239.6313364055295
Electronics City Phase 1,1450.0,3.0,2.0,72.54,3,5002.758620689656
Electronics City Phase 1,360.0,1.0,0.0,16.9,1,4694.444444444443
Electronics City Phase 1,638.0,1.0,1.0,32.0,1,5015.673981191223
Electronics City Phase 1,1175.0,2.0,2.0,64.98,2,5530.212765957447
Electronics City Phase 1,585.0,1.0,1.0,21.0,1,3589.74358974359
Electronics City Phase 1,1200.0,2.0,2.0,59.76,2,4980.0
Electronics City Phase 1,1145.0,2.0,1.0,54.0,2,4716.157205240174
Electronics City Phase 1,1125.0,2.0,2.0,65.0,2,5777.777777777777
Electronics City Phase 1,1550.0,2.0,2.0,82.0,3,5290.322580645161
Electronics City Phase 1,1175.0,2.0,1.0,50.0,2,4255.31914893617
Electronics City Phase 1,762.5,1.0,0.0,45.4,1,5954.098360655737
Electronics City Phase 1,865.0,2.0,0.0,40.0,2,4624.277456647399
Electronics City Phase 1,1450.0,3.0,1.0,70.0,3,4827.586206896552
Electronics City Phase 1,1450.0,2.0,2.0,63.51,3,4380.0
Electronics City Phase 1,1450.0,3.0,2.0,58.0,3,4000.0
Electronics City Phase 1,1314.0,2.0,2.0,60.0,2,4566.2100456621
Electronics City Phase 1,1170.0,2.0,1.0,62.0,2,5299.145299145299
Electronics City Phase 1,1450.0,3.0,2.0,79.0,3,5448.275862068966
Electronics City Phase 1,940.0,2.0,1.0,48.0,2,5106.382978723404
Electronics City Phase 1,940.0,2.0,1.0,44.0,2,4680.851063829788
Electronics City Phase 1,1300.0,2.0,1.0,67.0,2,5153.846153846154
Electronics City Phase 1,1028.0,2.0,1.0,51.0,2,4961.089494163424
Electronics City Phase 1,1080.0,2.0,2.0,46.0,2,4259.259259259259
Electronics City Phase 1,1205.0,2.0,2.0,60.0,2,4979.253112033195
Electronics City Phase 1,755.0,1.0,0.0,30.12,1,3989.4039735099336
Electronics City Phase 1,1175.0,2.0,1.0,60.0,2,5106.382978723404
Frazer Town,1315.0,2.0,2.0,140.0,2,10646.38783269962
Frazer Town,1706.0,3.0,3.0,154.0,3,9026.963657678782
Frazer Town,1180.0,2.0,1.0,105.0,2,8898.305084745763
Frazer Town,896.0,1.0,0.0,100.0,1,11160.714285714286
GM Palaya,1225.0,2.0,2.0,47.0,2,3836.734693877551
GM Palaya,1140.0,2.0,2.0,48.95,2,4293.859649122807
GM Palaya,1315.0,2.0,2.0,65.0,3,4942.9657794676805
GM Palaya,1315.0,3.0,1.0,65.0,3,4942.9657794676805
GM Palaya,1315.0,3.0,0.0,64.0,3,4866.920152091255
GM Palaya,675.0,1.0,1.0,35.0,1,5185.185185185185
Garudachar Palya,1325.0,2.0,2.0,60.8,3,4588.679245283019
Garudachar Palya,1060.0,2.0,1.0,48.7,2,4594.33962264151
Garudachar Palya,1150.0,2.0,1.0,52.75,2,4586.95652173913
Garudachar Palya,1295.0,2.0,1.0,59.5,3,4594.594594594595
Garudachar Palya,1320.0,2.0,2.0,60.6,3,4590.909090909091
Garudachar Palya,1295.0,2.0,2.0,59.5,3,4594.594594594595
Garudachar Palya,1150.0,2.0,2.0,52.8,2,4591.304347826087
Garudachar Palya,1150.0,2.0,1.0,52.8,2,4591.304347826087
Garudachar Palya,1060.0,2.0,1.0,48.5,2,4575.471698113208
Garudachar Palya,1150.0,2.0,1.0,52.5,2,4565.217391304348
Garudachar Palya,1325.0,2.0,2.0,60.8,3,4588.679245283019
Garudachar Palya,1060.0,2.0,1.0,48.66,2,4590.566037735849
Garudachar Palya,1150.0,2.0,2.0,52.0,2,4521.739130434783
Garudachar Palya,1154.0,2.0,1.0,51.8,2,4488.734835355286
Garudachar Palya,1325.0,2.0,2.0,60.0,3,4528.301886792453
Giri Nagar,880.0,3.0,1.0,140.0,3,15909.09090909091
Giri Nagar,1350.0,3.0,0.0,240.0,3,17777.777777777777
Giri Nagar,2400.0,6.0,1.0,400.0,6,16666.666666666668
Giri Nagar,1120.0,4.0,2.0,175.0,4,15625.0
Giri Nagar,1200.0,3.0,0.0,175.0,6,14583.333333333334
Gollarapalya Hosahalli,861.0,2.0,1.0,34.5,2,4006.968641114983
Gollarapalya Hosahalli,1408.0,3.0,3.0,62.0,3,4403.409090909091
Gollarapalya Hosahalli,861.0,2.0,1.0,34.5,2,4006.968641114983
Gollarapalya Hosahalli,1318.0,3.0,1.0,54.0,3,4097.11684370258
Gollarapalya Hosahalli,861.0,2.0,0.0,36.5,2,4239.256678281068
Gollarapalya Hosahalli,1320.0,3.0,2.0,60.0,3,4545.454545454545
Gollarapalya Hosahalli,1345.0,3.0,2.0,60.0,3,4460.966542750929
Gollarapalya Hosahalli,1318.0,3.0,2.0,56.0,3,4248.86191198786
Gollarapalya Hosahalli,1129.0,2.0,1.0,50.0,2,4428.697962798937
Gottigere,1100.0,2.0,2.0,40.0,2,3636.3636363636365
Gottigere,967.0,2.0,3.0,45.0,2,4653.567735263702
Gottigere,1618.0,3.0,3.0,82.5,3,5098.887515451174
Gottigere,1222.0,2.0,1.0,63.0,2,5155.482815057283
Gottigere,1600.0,2.0,2.0,55.0,3,3437.5
Gottigere,1300.0,3.0,3.0,65.0,3,5000.0
Gottigere,950.0,2.0,1.0,38.0,2,4000.0
Gottigere,1153.0,2.0,1.0,48.5,2,4206.418039895923
Gottigere,2000.0,4.0,2.0,82.0,4,4100.0
Gottigere,1460.0,2.0,2.0,65.0,3,4452.054794520548
Gottigere,1500.0,3.0,2.0,70.0,3,4666.666666666667
Gottigere,1621.0,3.0,3.0,72.0,3,4441.702652683529
Gottigere,990.0,2.0,1.0,40.0,2,4040.40404040404
Gottigere,1235.0,2.0,2.0,63.0,2,5101.214574898785
Gottigere,1385.0,3.0,2.0,64.0,3,4620.938628158845
Gottigere,1000.0,2.0,1.0,35.0,2,3500.0
Gottigere,1010.0,2.0,1.0,35.0,2,3465.3465346534654
Gottigere,1385.0,2.0,2.0,50.0,3,3610.1083032490974
Gottigere,1425.0,2.0,2.0,47.0,3,3298.245614035088
Gottigere,1435.0,2.0,3.0,62.0,3,4320.557491289199
Gottigere,945.0,2.0,0.0,45.0,2,4761.9047619047615
Gottigere,1400.0,2.0,1.0,50.0,3,3571.4285714285716
Gottigere,1230.0,2.0,2.0,52.0,3,4227.642276422765
Gottigere,1120.0,2.0,2.0,50.0,2,4464.285714285715
Gottigere,1500.0,3.0,2.0,63.0,3,4200.0
Gottigere,1200.0,2.0,3.0,40.0,2,3333.3333333333335
Gottigere,1280.0,2.0,1.0,61.0,2,4765.625
Gottigere,1205.0,2.0,1.0,56.58,2,4695.435684647303
Gottigere,1170.0,2.0,2.0,40.0,2,3418.803418803419
Gottigere,1613.0,3.0,3.0,72.0,3,4463.732176069436
Gottigere,1110.0,2.0,2.0,36.25,2,3265.765765765766
Gottigere,1245.0,2.0,2.0,59.0,2,4738.955823293173
Gottigere,1200.0,2.0,2.0,50.0,2,4166.666666666667
Green Glen Layout,1670.0,3.0,2.0,120.0,3,7185.62874251497
Green Glen Layout,940.0,2.0,1.0,56.8,2,6042.553191489362
Green Glen Layout,1075.0,2.0,1.0,60.0,2,5581.395348837209
Green Glen Layout,1530.0,3.0,2.0,105.0,3,6862.745098039216
Green Glen Layout,1680.0,4.0,3.0,95.0,3,5654.761904761905
Green Glen Layout,1645.0,3.0,2.0,110.0,3,6686.930091185411
Green Glen Layout,1517.0,3.0,3.0,100.0,3,6591.957811470006
Green Glen Layout,1715.0,3.0,3.0,120.0,3,6997.084548104956
Green Glen Layout,1715.0,3.0,3.0,115.0,3,6705.539358600583
Green Glen Layout,1600.0,3.0,3.0,105.0,3,6562.5
Green Glen Layout,1717.0,3.0,3.0,125.0,3,7280.139778683751
Green Glen Layout,1715.0,3.0,3.0,112.0,3,6530.6122448979595
Gubbalala,1470.0,2.0,2.0,82.0,3,5578.231292517007
Gubbalala,1650.0,3.0,2.0,71.0,3,4303.030303030303
Gubbalala,1539.0,2.0,2.0,52.36,3,3402.2092267706303
Gubbalala,1435.0,2.0,2.0,80.0,3,5574.912891986062
Gubbalala,1223.0,2.0,1.0,42.81,2,3500.408830744072
Gubbalala,1100.0,2.0,2.0,49.5,2,4500.0
Gubbalala,1060.0,2.0,1.0,46.0,2,4339.622641509434
Gubbalala,2500.0,6.0,1.0,88.0,6,3520.0
Gunjur,1140.0,2.0,3.0,43.0,2,3771.9298245614036
Gunjur,1600.0,3.0,3.0,75.0,3,4687.5
Gunjur,1140.0,2.0,2.0,49.11,2,4307.894736842105
Gunjur,1195.0,2.0,2.0,44.0,2,3682.0083682008367
Gunjur,1457.0,2.0,3.0,60.0,2,4118.050789293068
Gunjur,1080.0,2.0,2.0,41.0,2,3796.296296296296
Gunjur,1175.0,2.0,2.0,43.48,2,3700.425531914894
Gunjur,1362.0,3.0,2.0,62.63,3,4598.384728340676
Gunjur,1071.0,2.0,1.0,51.0,2,4761.9047619047615
Gunjur,1063.0,2.0,2.0,40.0,2,3762.9350893697083
Gunjur,1235.0,2.0,2.0,52.76,2,4272.064777327935
Gunjur,1362.0,3.0,1.0,62.63,3,4598.384728340676
Gunjur,1362.0,3.0,1.0,62.63,3,4598.384728340676
Gunjur,1457.0,2.0,3.0,60.0,2,4118.050789293068
HBR Layout,1200.0,4.0,0.0,120.0,4,10000.0
HBR Layout,1200.0,2.0,2.0,60.0,2,5000.0
HBR Layout,1004.0,2.0,1.0,49.0,2,4880.478087649402
HBR Layout,1656.0,3.0,2.0,90.0,3,5434.782608695652
HBR Layout,1089.0,2.0,1.0,60.0,2,5509.641873278237
HBR Layout,1198.0,2.0,1.0,65.0,2,5425.709515859767
HBR Layout,1200.0,4.0,2.0,115.0,4,9583.333333333334
HBR Layout,1068.0,2.0,1.0,43.0,2,4026.2172284644193
HBR Layout,1200.0,2.0,0.0,120.0,2,10000.0
HRBR Layout,1374.0,2.0,2.0,95.0,2,6914.1193595342065
HRBR Layout,1567.0,3.0,3.0,90.0,3,5743.458838544991
HRBR Layout,1210.0,2.0,1.0,75.0,2,6198.347107438017
HRBR Layout,1200.0,2.0,1.0,170.0,4,14166.666666666666
HRBR Layout,1265.0,2.0,1.0,78.0,2,6166.00790513834
HRBR Layout,1200.0,3.0,1.0,180.0,4,15000.0
HRBR Layout,1170.0,2.0,2.0,75.0,2,6410.25641025641
HRBR Layout,1335.0,2.0,1.0,87.0,3,6516.853932584269
HRBR Layout,1625.0,3.0,2.0,120.0,3,7384.615384615385
HRBR Layout,1145.0,2.0,2.0,68.5,2,5982.532751091703
HRBR Layout,1300.0,2.0,3.0,90.0,2,6923.076923076923
HSR Layout,1400.0,3.0,2.0,56.0,3,4000.0
HSR Layout,1430.0,2.0,1.0,65.0,3,4545.454545454545
HSR Layout,1475.0,3.0,2.0,75.0,3,5084.745762711865
HSR Layout,1140.0,2.0,2.0,46.0,2,4035.0877192982457
HSR Layout,1027.0,2.0,2.0,44.0,2,4284.323271665044
HSR Layout,1140.0,2.0,2.0,46.0,2,4035.0877192982457
HSR Layout,1140.0,2.0,2.0,46.0,2,4035.0877192982457
HSR Layout,1185.0,2.0,2.0,60.0,2,5063.291139240507
HSR Layout,1127.0,2.0,1.0,68.0,2,6033.717834960071
HSR Layout,1145.0,2.0,2.0,48.0,2,4192.139737991266
HSR Layout,1009.0,2.0,2.0,56.0,2,5550.049554013875
HSR Layout,1140.0,2.0,2.0,46.0,2,4035.0877192982457
HSR Layout,1126.0,2.0,1.0,69.0,2,6127.886323268206
HSR Layout,1360.0,2.0,1.0,53.0,3,3897.0588235294117
HSR Layout,1140.0,2.0,2.0,46.0,2,4035.0877192982457
HSR Layout,1145.0,2.0,2.0,46.0,2,4017.467248908297
HSR Layout,1142.0,2.0,2.0,65.0,2,5691.768826619965
HSR Layout,1145.0,2.0,2.0,46.0,2,4017.467248908297
HSR Layout,1203.0,2.0,2.0,72.0,2,5985.037406483791
